author_viaf;id;title;file_name;Binz_1790;Binz_1812;Armbruster_1813;Bachmann_1851;Gerold_1859;Last_1901;sum_libraries;binary;pub_year
49303093;20139;Kurt von Koppingen ;Gotthelf_Jeremias_Kurt-von-Koppingen_1842;0;0;0;0;0;0;0;0;1842
49303093;20142;Das Erdbeermareili;Gotthelf_Jeremias_Das-Erdbeermareili_1851;0;0;0;0;0;0;0;0;1851
49303093;20143;Jakobs des Handwerksgesellen Wanderungen durch die Schweiz;Gotthelf_Jeremias_Jakobs-des-Handwerksgesellen-Wanderungen-durch-die-Schweiz_1846;0;0;0;0;0;0;0;0;1846
49303093;20147;Elsi, die seltsame Magd;Gotthelf_Jeremias_Elsi-die-seltsame-Magd_1843;0;0;0;0;0;0;0;0;1843
12345937;20150;Das Kloster von Sendomir;Grillparzer_Franz_Das-Kloster-von-Sendomir_1828;0;0;0;0;0;0;0;0;1828
12345937;20151;Der arme Spielmann;Grillparzer_Franz_Der-arme-Spielmann_1847;0;0;0;0;0;0;0;0;1847
24667720;20152;Der Genius. Aus den Papieren des Marquis C* von G*;Grosse_Karl_Der-Genius_1791;0;0;0;0;0;0;0;0;1791
54189710;20155;Die Sadduzäer von Amsterdam;Gutzkow_Karl_Die-Sadduzaeer-von-Amsterdam_1834;0;0;0;0;0;0;0;0;1834
54189710;20157;Wally, die Zweiflerin;Gutzkow_Karl_Wally_1835;0;0;0;0;0;0;0;0;1835
66610632;20161;Die Marzipanlise;Halm_Friedrich_Die-Marzipanlise_1856;0;0;0;0;0;0;0;0;1856
85977831;20168;Im Reiche der Homunkuliden;Hawel_Rudolf_Im-Reiche-der-Homunkuliden_1910;0;0;0;0;0;0;0;0;1910
22180115;20169;Kannitverstan;Hebel_Johann-Peter_Kannitverstan_1808;0;0;0;0;0;0;0;0;1808
287467066;20173;Saly's Revolutionstage ;Hegner_Ulrich_Salys-Revolutionstage_1814;0;0;0;0;0;0;0;0;1814
287467066;20174;Die Molkenkur;Hegner_Ulrich_Die-Molkenkur_1812;0;0;0;0;0;0;0;0;1812
34457918;20175;Aus den Memoiren des Herrn Schnabelewopski;Heine_Heinrich_Aus-den-Memoiren-des-Herrn-Schnabelewopski_1833;0;0;0;0;0;0;0;0;1833
34457918;20176;Florentinische Nächte;Heine_Heinrich_Florentinische-Naechte_1836;0;0;0;0;0;0;0;0;1836
34457918;20177;Der Rabbi von Bacharach;Heine_Heinrich_Der-Rabbi-von-Bacharach_1840;0;0;0;0;0;0;0;0;1840
50765;20179;Fanchette;Heyse_Paul_Fanchette_1914;0;0;0;0;0;0;0;0;1914
50765;20181;Die Blinden;Heyse_Paul_Die-Blinden_1855;0;0;0;0;0;0;0;0;1855
50765;20184;Unwiederbringlich;Heyse_Paul_Unwiederbringlich_1914;0;0;0;0;0;0;0;0;1914
44395000;20188;Kreuz- und Querzüge des Ritters A bis Z;Hippel_Theodor-Gottlieb_Kreuz-und-Querzuege-des-Ritters-A-bis-Z_1793;0;0;0;0;0;0;0;0;1793
29535422;20206;Nußknacher und MausekÃ¶nig;Hoffmann_ETA_Nussknacher-und-Mausekoenig_1816;0;0;0;0;0;0;0;0;1816
103209512;20211;Reitergeschichte;Hoffmansthal_Hugo-von_Reitergeschichte_1899;0;0;0;0;0;0;0;0;1899
103209512;20212;Ein Brief;Hoffmansthal_Hugo-von_Ein-Brief_1902;0;0;0;0;0;0;0;0;1902
103209512;20213;Andreas oder die Vereinigten;Hoffmansthal_Hugo_Andreas-oder-die-Vereinigten_1907;0;0;0;0;0;0;0;0;1907
103209512;20214;Das Märchen der 672. Nacht;Hoffmansthal_Hugo_Das-Maerchen-der-672-Nacht_1895;0;0;0;0;0;0;0;0;1895
95147974;20215;Hyperion;Hoelderlin_Friedrich_Hyperion_1797;0;0;0;0;0;0;0;0;1797
66516702|64055661;20216;Papa Hamlet;Holz-Schlaf_Arno-Johannes_Papa-Hamlet_1889;0;0;0;0;0;0;0;0;1889
29584708;20217;Die Familie Seldorf;Huber_Therese_Familie-Seldorf_1795;0;0;0;0;0;0;0;0;1795
54190484;20218;Liebens-Würdigen Adalie;Hunold_Christian_Friedrich_Die-liebenswuerdige-Adalie_1681;0;0;0;0;0;0;0;0;1702
35224503;20219;Klamottenedes Hochzeit;Hyan_Hans_1000-Mark-Belohnung_1913;0;0;0;0;0;0;0;0;1913
49993781;20224;Atlas;Janitschek_Maria_Atlas_1893;0;0;0;0;0;0;0;0;1893
56611857;20226;Die Verwandlung;Kafka_Franz_Die-Verwandlung_1912;0;0;0;0;0;0;0;0;1912
56611857;20227;Das Urteil;Kafka_Franz_Das-Urteil_1913;0;0;0;0;0;0;0;0;1913
56611857;20228;Der Heizer;Kafka_Franz_Der-Heizer_1913;0;0;0;0;0;0;0;0;1913
52432257;20229;Mitgiftjäger;Kapff-Essenther_Franziska_Mitgiftjaeger_1898;0;0;0;0;0;0;0;0;1898
102319551;20231;Das Sinngedicht;Keller_Gottfried_Das-Sinngedicht_1882;0;0;0;0;0;0;0;0;1882
102319551;20234;Sieben Legenden;Keller_Gottfried_Sieben-Legenden_1872;0;0;0;0;0;0;0;0;1872
102319551;20243;Die Leute von Seldwyla;Keller_Gottfried_Die-Leute-von-Seldwyla_1856;0;0;0;0;0;0;0;0;1856
7392307;20251;Unwahrscheinliche Wahrhaftigkeiten;Kleist_Heinrich_Unwahrscheinlich-Wahrhaftigkeiten_1811;0;0;0;0;0;0;0;0;1811
73932790;20255;Nachtwachen des Bonaventura;Klingemann_August_Nachtwachen-des-Bonaventure_1804;0;0;0;0;0;0;0;0;1804
36932939;20264;Die glückliche Reise;La-Roche_Sophie_Die-glueckliche-Reise_1786;0;0;0;0;0;0;0;0;1786
36932939;20265;Liebe, Missverständnis und Freundschaft;La-Roche_Sophie_Liebe-Missverstaendnis-und-Freundschaft_1786;0;0;0;0;0;0;0;0;1786
36932939;20266;Der schwermütige Jüngling;La-Roche_Sophie_Der-schwermuethige-Juengling_1786;0;0;0;0;0;0;0;0;1786
36932939;20267;Ein guter Sohn;La-Roche_Sophie_Ein-guter-Sohn_1786;0;0;0;0;0;0;0;0;1786
61565628;20270;Der Prinz von Theben;Lasker-Schueler_Else_Der-Prinz-von-Theben_1914;0;0;0;0;0;0;0;0;1914
61565628;20271;Die Nächte Tino von Bagdads;Lasker-Schueler_Else_Die-Naechte-Tino-von-Bagdads_1907;0;0;0;0;0;0;0;0;1907
61565628;20272;Mein Herz. Ein Liebesroman mit Bildern und wirklich lebenden Menschen;Lasker-Schueler_Else_Mein-Herz_1912;0;0;0;0;0;0;0;0;1912
54243995;20274;Das junge Europa;Laube_Heinrich_Das-junge-Europa_1833;0;0;0;0;0;0;0;0;1833
90638588;20279;Der Waldbruder. Ein Pendant zu Werthers Leiden;Lenz_Jakob_Der-Waldbruder_1776;0;0;0;0;0;0;0;0;1776
90638588;20280;Zerbin oder die neuere Philospohie;Lenz_Jakob_Zerbin-oder-die-neuere-Philospohie_1775;0;0;0;0;0;0;0;0;1775
90638588;20281;Der Landprediger;Lenz_Jakob_Der-Landprediger_1777;0;0;0;0;0;0;0;0;1777
37269478;20283;Maria;Liebeskind_Margarete_Maria_1784;0;0;0;0;0;0;0;0;1784
34511994;20284;Der redliche Mann am Hofe;Loen_Johann-Michael_Der-redliche-Mann-am-Hofe_1742;0;0;0;0;0;0;0;0;1742
59858503;20287;Grillparzers Liebesroman;Lux_Jospeh-August_Grillparzers-Liebesroman_1912;0;0;0;0;0;0;0;0;1912
50017706;20288;Die Anarchisten;Mackay_John-Henry_Die-Anarchisten_1891;0;0;0;0;0;0;0;0;1891
36957174;20289;Der Untertan;Mann_Heinrich_Der-Untertan_1918;0;0;0;0;0;0;0;0;1911
36957174;20290;Die kleine Stadt;Mann_Heinrich_Die-kleine-Stadt_1909;0;0;0;0;0;0;0;0;1909
36957174;20291;Professor Unrat;Mann_Heinrich_Professor-Unrat_1904;0;0;0;0;0;0;0;0;1904
54151065;20292;Tonio Kröger;Mann_Thomas_Tonio-Kroeger_1903;0;0;0;0;0;0;0;0;1903
54151065;20293;Tristan;Mann_Thomas_Tristan_1903;0;0;0;0;0;0;0;0;1903
54151065;20294;Tod in Venedig;Mann_Thomas_Tod-in-Venedig_1912;0;0;0;0;0;0;0;0;1912
54151065;20295;Die Buddenbrooks;Mann_Thomas_Die-Buddenbrooks_1901;0;0;0;0;0;0;0;0;1901
24605183;20299;Ardistan und Dschinnistan;May_Karl_Ardistan-und-Dschinnistan_1909;0;0;0;0;0;0;0;0;1909
24605183;20300;Das Waldröschen;May_Karl_Das-Waldroeschen_1883;0;0;0;0;0;0;0;0;1883
44308263;20301;Die Seelen-Folter;Meissner_August-Gottlieb_Die-Seelen-Folter_1799;0;0;0;0;0;0;0;0;1799
120725874;20302;Das Blüthenalter der Empfindung;Mereau_Sophie_Bluethenalter-der-Empfindung_1794;0;0;0;0;0;0;0;0;1794
120725874;20303;Eduard und Amanda;Mereau_Sophie_Amanda-und-Eduard_1803;0;0;0;0;0;0;0;0;1803
59086614;20315;Des deutschen Spießers Wunderhorn;Meyrink_Gustav_Des-deutschen-Spiessers-Wunderhorn_1913;0;0;0;0;0;0;0;0;1913
18018495;20317;Die Mandanen-Waise;Moellhausen_Balduin_Die-Mandanen-Waise_1865;0;0;0;0;0;0;0;0;1865
12312842;20318;Die Hand der Jezerte;Moerike_Eduard_Die-Hand-der-Jezerte_1853;0;0;0;0;0;0;0;0;1853
12312842;20319;Mozart auf der Reise nach Prag;Moerike_Eduard_Mozart-auf-der-Reise-nach-Prag_1855;0;0;0;0;0;0;0;0;1855
12312842;20321;Das Stuttgarter Hutzelmännlein;Moerike_Eduard_Das-Stuttgarter-Hutzelmaennchen_1853;0;0;0;0;0;0;0;0;1853
34482994;20323;Rodrich;Motte-Fouque_Caroline_Rodrich_1807;0;0;0;0;0;0;0;0;1807
44298932;20328;Eine Geschichte vom Galgenmännlein;Motte-Fouque_Friedrich_Eine-Geschichte-vom-Galgenmaennlein_1810;0;0;0;0;0;0;0;0;1810
2573718;20330;Der Satyr Mopus;Mueller_Friedrich_Der-Satyr-Mopus_1775;0;0;0;0;0;0;0;0;1775
2573718;20331;Das Nuß-Kernen;Mueller_Friedrich_Das-Nuss-Kernen_1778;0;0;0;0;0;0;0;0;1778
95201837;20333;Der große Schwabenzug;Mueller-Guttenbrunn_Adam_Der-grosse-Schwabenzug_1913;0;0;0;0;0;0;0;0;1913
104587;20335;Moderne Lebenswirren Briefe und Zeitabenteuer eines Salzschreibers;Mundt_Theodor_Moderne-Lebenswirren-Briefe-und-Zeitabenteuer-eines-Salzschreibers_1834;0;0;0;0;0;0;0;0;1834
46799598;20337;Vereinigungen;Musil_Robert_Vereinigungen_1911;0;0;0;0;0;0;0;0;1911
46799598;20338;Verwirrungen des Zoeglings Toerless;Musil_Robert_Die-Verwirrungen-des-Zoegling-Toerless_1906;0;0;0;0;0;0;0;0;1906
52453518;20339;Tagebuch eines armen Fräuleins;Nathusius_Marie_Tagebuch-eines-armen-Fraeuleins_1854;0;0;0;0;0;0;0;0;1854
24643054;20342;Das Leben und die Meinung des Herrn Magister Sebaldus Nothanker;Nicolai_Friedrich_Sebaldus-Nothanker-1773;0;0;0;0;0;0;0;0;1773
89798474;20343;Also sprach Zarathustra;Nietzsche_Friedrich_Also-sprach-Zarathustra_1883;0;0;0;0;0;0;0;0;1883
95155102;20344;Heinrich von Ofterdingen;Novalis_Novalis_Heinrich-von-Ofterdingen_1802;0;0;0;0;0;0;0;0;1802
95155102;20345;Die Lehrlinge zu Sais;Novalis_Novalis_Die-Lehrlinge-zu-Sais_1798;0;0;0;0;0;0;0;0;1798
18014534;20346;Schloß und Fabrik;Otto-Peters_Louise_Schloss-und-Fabrik_1846;0;0;0;0;0;0;0;0;1846
2554551;20355;Figuren zu meinem ABC oder zu den Anfangsgründen meines Denkens;Pestalozzi_Johann_Figuren-zu-meinem-ABC-oder-zu-den-Anfangsgruenden-meines-Denkens_1798;0;0;0;0;0;0;0;0;1798
30282883;20357;Wiener Skizzen aus dem Gerichtssaal;Poetzl_Eduard_Wiener-Skizzen-aus-dem-Gerichtssaal_1884;0;0;0;0;0;0;0;0;1884
64049111;20358;Androgyne;Przybyszewski_Stanislaw_Androgyne_1906;0;0;0;0;0;0;0;0;1906
64049111;20360;Totenmesse;Przybyszewski_Stanislaw_Totenmesse_1893;0;0;0;0;0;0;0;0;1893
12379702;20361;Altershausen;Raabe_Wilhelm_Altershausen_1902;0;0;0;0;0;0;0;0;1902
12379702;20362;Aus dem Lebensbuch des Schulmeisterleins Michel Haas;Raabe_Wilhelm_Aus-dem-Lebensbuch-des-Schulmeisterleins_1862;0;0;0;0;0;0;0;0;1862
12379702;20363;Alte Nester;Raabe_Wilhelm_Alte-Nester_1880;0;0;0;0;0;0;0;0;1880
12379702;20364;Das letzte Recht;Raabe_Wilhelm_Das-letzte-Recht_1862;0;0;0;0;0;0;0;0;1862
12379702;20365;Höxter und Corvey;Raabe_Wilhelm_Hoexter-und-Corvey_1879;0;0;0;0;0;0;0;0;1879
12379702;20366;Frau Salome;Raabe_Wilhelm_Frau-Salome_1879;0;0;0;0;0;0;0;0;1879
12379702;20369;Holunderblüte;Raabe_Wilhelm_Holunderbluete_1863;0;0;0;0;0;0;0;0;1863
12379702;20371;Die schwarze Galeere;Raabe_Wilhelm_Die-schwarze-Galeere_1861;0;0;0;0;0;0;0;0;1861
12379702;20372;Eine Grabrede aus dem Jahr 1609;Raabe_Wilhelm_Eine-Grabrede-aus-dem-Jahr-1609_1865;0;0;0;0;0;0;0;0;1865
12379702;20377;Das Innerste;Raabe_Wilhelm_Das-Innerste_1878;0;0;0;0;0;0;0;0;1878
12379702;20378;Zum wilden Mann;Raabe_Wilhelm_Zum-wilden-Mann_1874;0;0;0;0;0;0;0;0;1874
12379702;20379;Sankt Thomas;Raabe_Wilhelm_Sankt-Thomas_1866;0;0;0;0;0;0;0;0;1866
12379702;20381;Vom alten Proteus;Raabe_Wilhelm_Vom-alten-Proteus_1879;0;0;0;0;0;0;0;0;1879
12379702;20382;Keltische Knochen;Raabe_Wilhelm_Keltische-Knochen_1864;0;0;0;0;0;0;0;0;1864
12379702;20383;Eulenpfingsten;Raabe_Wilhelm_Eulenpfingsten_1879;0;0;0;0;0;0;0;0;1879
12379702;20384;Stopfkuchen;Raabe_Wilhelm_Stopfkuchen_1890;0;0;0;0;0;0;0;0;1890
12379702;20386;Else von der Tanne;Raabe_Wilhelm_Else-von-der-Tanne_1865;0;0;0;0;0;0;0;0;1865
111579579;20388;Schelmuffsky;Reuter_Christian-Friedrich_Schelmuffsky_1696;0;0;0;0;0;0;0;0;1696
44340215;20391;Ellen Olestjerne;Reventlow_Franziska_Ellen-Olestjerne_1903;0;0;0;0;0;0;0;0;1903
44340215;20392;Herrn Dames Aufzeichnungen aus einem merkwürdigen Stadtteil;Reventlow_Franziska_Herrn-Dames-Aufzeichnungen_1912;0;0;0;0;0;0;0;0;1913
44340215;20393;Von Paul zu Pedro;Reventlow_Franziska_Von-Paul-zu-Pedro_1912;0;0;0;0;0;0;0;0;1912
46897170;20394;Die Weise von Liebe und Tod des Cornets Christoph Rilke;Rilke_Rainer-Maria_Die-Weise-von-Liebe-und-Tod_1904;0;0;0;0;0;0;0;0;1904
46897170;20395;Die Turnstunde;Rilke_Rainer-Maria_Die-Turnstunde_1899;0;0;0;0;0;0;0;0;1899
46897170;20396;Die Aufzeichnungen des Malte Laurids Brigge;Rilke_Rainer-Maria_Malte-Laurids-Brigge_1910;0;0;0;0;0;0;0;0;1919
46774513;20398;Die Schriften des Waldschulmeister;Rosegger_Peter_Die-Schriften-des-Waldschulmeister_1875;0;0;0;0;0;0;0;0;1875
34473501;20401;Die Familie Worel;Saar_Ferdinand_Die-Familie-Worel_1906;0;0;0;0;0;0;0;0;1906
34473501;20403;Geschichten eines Wienerkindes;Saar_Ferdinand_Geschichten-eines-Wienerkindes_1891;0;0;0;0;0;0;0;0;1891
34473501;20404;Tambi;Saar_Ferdinand_Tambi_1882;0;0;0;0;0;0;0;0;1882
34473501;20405;Hymnen;Saar_Ferdinand_Hymen_1908;0;0;0;0;0;0;0;0;1908
34473501;20407;Schloß Kostenitz;Saar_Ferdinand_Schloss-Kostenitz_1892;0;0;0;0;0;0;0;0;1892
34473501;20408;Leutnant Burda;Saar_Ferdinand_Leutnant-Burda_1887;0;0;0;0;0;0;0;0;1887
34473501;20409;Vae victis;Saar_Ferdinand_Vae-victis_1883;0;0;0;0;0;0;0;0;1883
34473501;20411;Der Exzellenzherr;Saar_Ferdinand_Der-Exzellenzherr_1878;0;0;0;0;0;0;0;0;1878
34473501;20412;Herr Fridolin und sein Glück;Saar_Ferdinand_Herr-Fridolin-und-sein-Glueck_1897;0;0;0;0;0;0;0;0;1897
34473501;20413;Sappho;Saar_Ferdinand_Sappho_1906;0;0;0;0;0;0;0;0;1906
34473501;20414;Ninon;Saar_Ferdinand_Ninon_1892;0;0;0;0;0;0;0;0;1892
34473501;20415;Der Hellene;Saar_Ferdinand_Der-Hellene_1904;0;0;0;0;0;0;0;0;1904
34473501;20416;Requiem der Liebe;Saar_Ferdinand_Requiem-der-Liebe_1897;0;0;0;0;0;0;0;0;1897
34473501;20417;Die Pfründner;Saar_Ferdinand_Die-Pfruendner_1906;0;0;0;0;0;0;0;0;1906
34473501;20418;Die Troglodytin;Saar_Ferdinand_Die-Troglodytin_1889;0;0;0;0;0;0;0;0;1889
64011430;20419;Venus im Pelz;Sacher-Masoch_Venus-im-Pelz_1869;0;0;0;0;0;0;0;0;1869
64011430;20420;Don Juan von Kolomea;Sacher-Masoch_Leopold_Don-Juan-von-Kolomea_1866;0;0;0;0;0;0;0;0;1866
64011430;20421;Moses Goldfarb und sein Haus;Sacher-Masoch_Leopold_Moses-Goldfarb-und-sein-Haus_1878;0;0;0;0;0;0;0;0;1878
64011430;20422;Grausame Frauen;Sacher-Masoch_Leopold_Lola_1907;0;0;0;0;0;0;0;0;1907
10641395;20423;Paralyse;Sack_Gustav_Paralyse_1913;0;0;0;0;0;0;0;0;1913
64055661;20428;Frühling;Schlaf_Johannes_Fruehling_1896;0;0;0;0;0;0;0;0;1896
95307649;20429;Florentin;Schlegel_Dorothea_Florentin_1801;0;0;0;0;0;0;0;0;1801
59099547;20430;Lucinde;Schlegel_Friedrich_Lucinde_1799;0;0;0;0;0;0;0;0;1799
47572642;20431;Wiener Blut;Schloegl_Friedrich_Wiener-Blut_1873;0;0;0;0;0;0;0;0;1873
9938248;20432;Der im Irr-Garten der Liebe herum taumelnde Cavalier;Schnabel_Johann-Gottfried_Cavalier_1738;0;0;0;0;0;0;0;0;1738
82526567;20434;Leutnant Gustl;Schnitzler_Arthur_Leutnant-Gustl_1900;0;0;0;0;0;0;0;0;1900
45079249;20437;Ums Herz;Schweichel_Robert_Ums-Herz_1907;0;0;0;0;0;0;0;0;1907
120696319;20445;Die Mädchenfeinde;Spitteler_Carl_Die-Maedchenfeinde_1907;0;0;0;0;0;0;0;0;1907
120696319;20447;Imago;Spitteler_Carl_Imago_1906;0;0;0;0;0;0;0;0;1906
76323123;20448;Heidis Lehr- und Wanderjahre;Spyri_Johanna_Heidis-Lehr-und-Wanderjahre_1880;0;0;0;0;0;0;0;0;1880
76323123;20449;Heidi kann brauchen, was es gelernt hat;Spyri_Johanna_Heidi-kann-brauchen-was-es-gelernt-hat_1881;0;0;0;0;0;0;0;0;1881
22149114;20452;Der Waldbrunnen;Stifter_Adalbert_Der-Waldbrunnen_1866;0;0;0;0;0;0;0;0;1866
22149114;20460;Prokopus;Stifter_Adalbert_Prokopus_1848;0;0;0;0;0;0;0;0;1848
22149114;20465;Witiko;Stifter_Adalbert_Witiko_1865;0;0;0;0;0;0;0;0;1865
71513252;20481;Eleagabal Kuperus;Strobl_Karl-Hans_Eleagabal-Kuperus_1910;0;0;0;0;0;0;0;0;1910
71406093;20483;Andreas Vöst;Thoma_Ludwig_Andreas-Voest_1905;0;0;0;0;0;0;0;0;1905
34463780;20484;Aufruhr in den Cevennen;Tieck_Ludwig_Aufruhr-in-den-Cevennen_1826;0;0;0;0;0;0;0;0;1826
34463780;20491;Liebeszauber;Tieck_Ludwig_Liebeszauber_1812;0;0;0;0;0;0;0;0;1812
27116260;20498;Belinde;Tieck_Sophie_Belinde_1802;0;0;0;0;0;0;0;0;1802
27116260;20499;Alcandor und Angelica;Tieck_Sophie_Alcandor-und-Angelica_1802;0;0;0;0;0;0;0;0;1802
27116260;20500;Der Unglückliche;Tieck_Sophie_Der-Unglueckliche_1802;0;0;0;0;0;0;0;0;1802
27116260;20501;Das Reh;Tieck_Sophie_Das-Reh_1802;0;0;0;0;0;0;0;0;1802
27116260;20502;Das VÃ¶gelchen;Tieck_Sophie_Das-Voegelchen_1802;0;0;0;0;0;0;0;0;1802
27116260;20503;Der Einsiedler und die Nonne;Tieck_Sophie_Der-Einsiedler-und-die-Nonne_1802;0;0;0;0;0;0;0;0;1802
27116260;20504;Die Stimme im Walde;Tieck_Sophie_Die-Stimme-im-Walde_1802;0;0;0;0;0;0;0;0;1802
27116260;20505;Die Blume der Liebe;Tieck_Sophie_Die-Blume-der-Liebe_1802;0;0;0;0;0;0;0;0;1802
27116260;20506;Die Quelle der Liebe;Tieck_Sophie_Die-Quelle-der-Liebe_1802;0;0;0;0;0;0;0;0;1802
9898518;20507;Bekenntnisse einer schÃ¶nen Seele. Von ihr selbst geschrieben;Unger_Friederike-Helene_Bekenntnisse-einer-schoenen-Seele_1806;0;0;0;0;0;0;0;0;1806
9898518;20508;Julchen Grünthal;Unger_Friederike-Helene_Julchen-Gruenthal_1784;0;0;0;0;0;0;0;0;1784
19718047;20510;Rinaldo Rinaldini;Vulpius_Christian-August_Rinaldo-Rinaldini_1799;0;0;0;0;0;0;0;0;1799
54230543;20511;Ein wunderbares morgenländisches Märchen von einem nackten Heiligen;Wackenroder_Wilhelm_Morgenlaendisches-Maerchen_1799;0;0;0;0;0;0;0;0;1799
8183423;20512;Die Geschichte der Anna Waser. Ein Roman aus der Wende des 17. Jahrhunderts;Waser_Maria_Die-Geschichte-der-Anna-Waser_1913;0;0;0;0;0;0;0;0;1913
4969473;20513;Fragment eines Romans;Weerth_Georg_Fragment-eines-Romans_1845;0;0;0;0;0;0;0;0;1845
4969473;20514;Humoristische Skizzen aus dem deutschen Handelsleben;Weerth_Georg_Humoristische-Skizzen_1845;0;0;0;0;0;0;0;0;1845
32038963;20516;Silvans Bibiothek;Wezel_Johann-Karl_Silvans-Bibliothek_1747;0;0;0;0;0;0;0;0;1777
32038963;20517;Die unglückliche Schwäche;Wezel_Johann-Karl_Die-Unglueckliche-Schwaeche_1747;0;0;0;0;0;0;0;0;1777
32038963;20518;Der Streit über das Gnaseg-Chub;Wezel_Johann-Karl_Der-Streit-ueber-das-Gnaseg-Chub_1747;0;0;0;0;0;0;0;0;1777
32038963;20519;Johannes Düc;Wezel_Johann-Karl_Johannes-Duec_1747;0;0;0;0;0;0;0;0;1777
32038963;20520;Die Erziehung der Moahi;Wezel_Johann-Karl_Die-Erziehung-der-Moahi_1747;0;0;0;0;0;0;0;0;1777
32038963;20521;Einige Gedanken und Grundsätze meines Lehrers;Wezel_Johann-Karl_Einige-Gedanken-und-Grundsaetze-meines-Lehrers_1747;0;0;0;0;0;0;0;0;1777
5727383;20534;Aesthetische Feldzüge;Wienbarg_Ludolph_Aesthetische-Feldzuege_1834;0;0;0;0;0;0;0;0;1834
76410693;20535;Streit in der Liebe und Liebe im Streit;Wildermuth_Ottilie_Streit-in-der-Liebe-und-Liebe-im-Streit_1910;0;0;0;0;0;0;0;0;1910
64782995;20536;Die Europamüden;Willkomm_Ernst_Die-Europamueden_1838;0;0;0;0;0;0;0;0;1838
29674360;20539;Agnes von Lilien;Wolzogen_Caroline_Agnes-von-Lilien_1884;0;0;0;0;0;0;0;0;1884
102332157;20541;Der Schweizerische Robinson oder der schiffbrüchige Schweizer Prediger und seine Familie;Wyss_Johann-David_Der-Schweizerische-Robinson_1812;0;0;0;0;0;0;0;0;1812
